uri,coordinates
"http://maps.google.com/maps?saddr=43.024771,-76.121804&daddr=43.0364889,-76.125036+to:43.0363606,-76.1278758+to:43.03628,-76.1298+to:43.039376,-76.132573&hl=en&ll=43.033137,-76.126413&spn=0.011826,0.022874&sll=43.035553,-76.130104&sspn=0.011826,0.022874&geocode=FYOBkAIdNHl2-w%3BFUivkAIdlGx2-ym9RnWZc_PZiTGICaeZvayQBA%3BFciukAIdfWF2-ymRdotpdPPZiTG1jv3PTGVWqw%3BFXiukAId-Fl2-yklN3d4dvPZiTGZEgCr9oTMzQ%3BFZC6kAIdI092-w&vpsrc=6&mra=dpe&mrsp=2&sz=15&via=1,2,3&t=h&z=15","--- 
LonLat: 
- - -76.12182
  - 43.02478
- - -76.12228
  - 43.03022
- - -76.12228
  - 43.03022
- - -76.1238
  - 43.03014
- - -76.1238
  - 43.03014
- - -76.12439
  - 43.03654
- - -76.12439
  - 43.03654
- - -76.12817
  - 43.03635
- - -76.12817
  - 43.03635
- - -76.12797
  - 43.03404
- - -76.12797
  - 43.03404
- - -76.12959
  - 43.03396
- - -76.12959
  - 43.03396
- - -76.13008
  - 43.03935
- - -76.13008
  - 43.03935
- - -76.13257
  - 43.03937
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.039392,-76.133207&daddr=43.046492,-76.137756","--- 
LonLat: 
- - -76.13321
  - 43.03938
- - -76.13802
  - 43.03943
- - -76.13802
  - 43.03943
- - -76.13787
  - 43.04054
- - -76.13775
  - 43.04649
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.018619,-76.132921&daddr=43.048682,-76.152233","--- 
LonLat: 
- - -76.13291
  - 43.01862
- - -76.13475
  - 43.01822
- - -76.13781
  - 43.01768
- - -76.13781
  - 43.01768
- - -76.13865
  - 43.01902
- - -76.13884
  - 43.01924
- - -76.13918
  - 43.01949
- - -76.1399
  - 43.01981
- - -76.14083
  - 43.02035
- - -76.14176
  - 43.02057
- - -76.14298
  - 43.02068
- - -76.14298
  - 43.02068
- - -76.14922
  - 43.03388
- - -76.14971
  - 43.03737
- - -76.14988
  - 43.03811
- - -76.15071
  - 43.04072
- - -76.15182
  - 43.04344
- - -76.15202
  - 43.04383
- - -76.15226
  - 43.0446
- - -76.15223
  - 43.04868
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.022697,-76.126007&daddr=43.0191422,-76.1229981+to:43.021516,-76.118861&hl=en&geocode=FWl5kAIdyWh2-w%3BFYZrkAIdinR2-ykjedeAgvTZiTFXTEraQxsbLQ%3BFcx0kAIds4R2-w&mra=dpe&mrsp=1&sz=16&via=1&sll=43.021074,-76.1215&sspn=0.005852,0.010042&ie=UTF8&t=h&z=16","--- 
LonLat: 
- - -76.126
  - 43.0227
- - -76.12438
  - 43.02205
- - -76.12438
  - 43.02205
- - -76.12401
  - 43.02177
- - -76.12389
  - 43.02158
- - -76.12383
  - 43.02123
- - -76.12385
  - 43.0207
- - -76.12389
  - 43.02065
- - -76.1238
  - 43.02001
- - -76.12351
  - 43.0192
- - -76.1232
  - 43.01876
- - -76.1232
  - 43.01876
- - -76.12285
  - 43.01892
- - -76.12285
  - 43.01892
- - -76.12304
  - 43.01922
- - -76.12314
  - 43.01949
- - -76.12328
  - 43.0202
- - -76.12343
  - 43.02068
- - -76.12344
  - 43.0212
- - -76.12339
  - 43.02133
- - -76.12328
  - 43.02144
- - -76.12299
  - 43.02155
- - -76.12147
  - 43.02175
- - -76.12098
  - 43.02168
- - -76.12021
  - 43.02145
- - -76.11887
  - 43.02151
"
"http://maps.google.com/maps?saddr=43.06975,-76.175875&daddr=43.071114,-76.1704719+to:43.06919,-76.16931+to:43.0636469,-76.1603738+to:43.0608337,-76.1607704+to:43.0522978,-76.1549333+to:43.049165,-76.1535852+to:43.048682,-76.152233&hl=en&sll=43.051266,-76.153557&sspn=0.005911,0.011437&geocode=FTYxkQId_aV1-w%3BFYo2kQIdGbt1-yml1f0ZL_LZiTHHDLhTnfFw8Q%3BFQYvkQIdor91-ym58sJ9LvLZiTHHtCmiTGRdOg%3BFV4ZkQIdi-J1-yk_D5eiNPLZiTHlw05gRgutyQ%3BFWEOkQId_uB1-ymHK0N9y_PZiTG1DnZieHC75A%3BFQntkAIdy_d1-ynvZecGuPPZiTE946xoWChlwg%3BFc3gkAIdD_11-ynlFo_suPPZiTGdf7Q1VXCcHw%3BFerekAIdVwJ2-w&vpsrc=0&mra=dvme&mrsp=5&sz=16&via=1,2,3,4,5,6&t=h&z=16","--- 
LonLat: 
- - -76.17587
  - 43.06975
- - -76.17286
  - 43.07341
- - -76.17286
  - 43.07341
- - -76.17267
  - 43.0735
- - -76.17242
  - 43.07353
- - -76.17216
  - 43.07344
- - -76.17179
  - 43.07313
- - -76.17153
  - 43.07279
- - -76.17118
  - 43.07182
- - -76.16967
  - 43.07029
- - -76.1696
  - 43.07002
- - -76.16979
  - 43.06912
- - -76.16979
  - 43.06912
- - -76.1695
  - 43.06913
- - -76.16916
  - 43.06926
- - -76.16892
  - 43.0693
- - -76.16873
  - 43.06928
- - -76.16849
  - 43.06918
- - -76.16711
  - 43.06824
- - -76.16545
  - 43.06686
- - -76.16487
  - 43.06647
- - -76.16403
  - 43.06603
- - -76.16403
  - 43.06603
- - -76.16304
  - 43.06561
- - -76.16045
  - 43.06434
- - -76.16045
  - 43.06434
- - -76.16041
  - 43.06377
- - -76.16023
  - 43.06332
- - -76.1602
  - 43.06303
- - -76.16042
  - 43.06244
- - -76.16099
  - 43.06155
- - -76.16118
  - 43.06116
- - -76.16118
  - 43.06116
- - -76.16059
  - 43.06066
- - -76.15979
  - 43.05974
- - -76.15753
  - 43.05658
- - -76.15753
  - 43.05658
- - -76.15649
  - 43.05699
- - -76.15649
  - 43.05699
- - -76.15531
  - 43.05536
- - -76.15494
  - 43.05491
- - -76.1547
  - 43.05471
- - -76.1547
  - 43.05471
- - -76.15484
  - 43.05444
- - -76.1549
  - 43.0524
- - -76.15505
  - 43.05194
- - -76.15505
  - 43.05194
- - -76.15352
  - 43.0513
- - -76.15352
  - 43.0513
- - -76.15358
  - 43.0487
- - -76.15358
  - 43.0487
- - -76.15223
  - 43.04868
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.017134,-76.116913&daddr=43.020337,-76.1167+to:43.021516,-76.118861&hl=en&geocode=Fa5jkAIdT4x2-w%3BFTFwkAIdJI12-ykLlJtpYvPZiTE8I1hry_QCSw%3BFcx0kAIds4R2-w&mra=dpe&mrsp=1&sz=16&via=1&sll=43.01932,-76.117695&sspn=0.005852,0.010042&ie=UTF8&t=h&z=16","--- 
LonLat: 
- - -76.1169
  - 43.01713
- - -76.11656
  - 43.01758
- - -76.11653
  - 43.01799
- - -76.11653
  - 43.01799
- - -76.1163
  - 43.01803
- - -76.1162
  - 43.01809
- - -76.1162
  - 43.01809
- - -76.11628
  - 43.01827
- - -76.11629
  - 43.01849
- - -76.11611
  - 43.01894
- - -76.11612
  - 43.0193
- - -76.11625
  - 43.01967
- - -76.11657
  - 43.02001
- - -76.1167
  - 43.02032
- - -76.11665
  - 43.02066
- - -76.11649
  - 43.02087
- - -76.11649
  - 43.02087
- - -76.1173
  - 43.02135
- - -76.11756
  - 43.02158
- - -76.11756
  - 43.02158
- - -76.11887
  - 43.02151
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.043415,-76.159385&daddr=43.049453,-76.141081","--- 
LonLat: 
- - -76.15938
  - 43.0434
- - -76.15798
  - 43.04346
- - -76.15798
  - 43.04346
- - -76.15872
  - 43.04725
- - -76.15861
  - 43.04769
- - -76.15818
  - 43.04828
- - -76.15812
  - 43.04873
- - -76.15812
  - 43.04873
- - -76.14932
  - 43.04866
- - -76.14216
  - 43.04854
- - -76.14216
  - 43.04854
- - -76.14214
  - 43.04946
- - -76.14214
  - 43.04946
- - -76.14108
  - 43.04945
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.044371,-76.147519&daddr=43.049453,-76.141081","--- 
LonLat: 
- - -76.14752
  - 43.04437
- - -76.14739
  - 43.04951
- - -76.14739
  - 43.04951
- - -76.14108
  - 43.04945
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.036818,-76.118941&daddr=43.045537,-76.119676","--- 
LonLat: 
- - -76.11893
  - 43.03681
- - -76.11968
  - 43.04553
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.06975,-76.175875&daddr=43.061758,-76.1621558+to:43.048682,-76.152233&hl=en&geocode=FTYxkQId_aV1-w%3BFf4RkQIdldt1-yl_7DzBzPPZiTH7LdlQ-Y7MFw%3BFerekAIdVwJ2-w&mra=dpe&mrsp=1&sz=14&via=1&sll=43.059215,-76.168775&sspn=0.024897,0.043859&ie=UTF8&t=h&z=14","--- 
LonLat: 
- - -76.17587
  - 43.06975
- - -76.17681
  - 43.0686
- - -76.17687
  - 43.06839
- - -76.17677
  - 43.06805
- - -76.17648
  - 43.06783
- - -76.1749
  - 43.06712
- - -76.17458
  - 43.06678
- - -76.17352
  - 43.06611
- - -76.17312
  - 43.06595
- - -76.17284
  - 43.06593
- - -76.17248
  - 43.06598
- - -76.1723
  - 43.06606
- - -76.17205
  - 43.06627
- - -76.17192
  - 43.06651
- - -76.17174
  - 43.0667
- - -76.17108
  - 43.06727
- - -76.17108
  - 43.06727
- - -76.17052
  - 43.06692
- - -76.17052
  - 43.06692
- - -76.16118
  - 43.06116
- - -76.16081
  - 43.06087
- - -76.15979
  - 43.05974
- - -76.15753
  - 43.05658
- - -76.15753
  - 43.05658
- - -76.15649
  - 43.05699
- - -76.15649
  - 43.05699
- - -76.15531
  - 43.05536
- - -76.15494
  - 43.05491
- - -76.1547
  - 43.05471
- - -76.1547
  - 43.05471
- - -76.15442
  - 43.05451
- - -76.15416
  - 43.0544
- - -76.15395
  - 43.05436
- - -76.15312
  - 43.05428
- - -76.15258
  - 43.05447
- - -76.15258
  - 43.05447
- - -76.15213
  - 43.05388
- - -76.15223
  - 43.04868
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=42.995521,-76.120107&daddr=43.000214,-76.128175","--- 
LonLat: 
- - -76.12009
  - 42.99552
- - -76.12003
  - 42.99582
- - -76.11983
  - 42.99615
- - -76.11881
  - 42.99688
- - -76.11869
  - 42.99703
- - -76.11859
  - 42.9972
- - -76.11836
  - 42.99794
- - -76.11836
  - 42.99794
- - -76.12171
  - 42.99854
- - -76.12661
  - 42.99984
- - -76.12774
  - 43.00008
- - -76.12818
  - 43.00021
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.046492,-76.137756&daddr=43.0484128,-76.1377217+to:43.04869,-76.152224&hl=en&geocode=FVzWkAId5Dp2-w%3BFdzdkAIdBzt2-ymdjAmApvPZiTF-4h1UaKGKaQ%3BFfLekAIdYAJ2-w&mra=dpe&mrsp=1&sz=16&via=1&sll=43.047189,-76.143215&sspn=0.005849,0.01693&ie=UTF8&t=h&z=16","--- 
LonLat: 
- - -76.13775
  - 43.04649
- - -76.13772
  - 43.04849
- - -76.13772
  - 43.04849
- - -76.15223
  - 43.04868
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.022697,-76.126007&daddr=43.021516,-76.118861","--- 
LonLat: 
- - -76.126
  - 43.0227
- - -76.12418
  - 43.02198
- - -76.12367
  - 43.02183
- - -76.12338
  - 43.02179
- - -76.123
  - 43.02178
- - -76.12158
  - 43.0219
- - -76.1176
  - 43.0221
- - -76.1176
  - 43.0221
- - -76.11756
  - 43.02158
- - -76.11756
  - 43.02158
- - -76.11887
  - 43.02151
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.045485,-76.147508&daddr=43.04868,-76.15223","--- 
LonLat: 
- - -76.1475
  - 43.04548
- - -76.14742
  - 43.04862
- - -76.14742
  - 43.04862
- - -76.15223
  - 43.04868
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.048699,-76.152229&daddr=43.076619,-76.169514","--- 
LonLat: 
- - -76.15223
  - 43.0487
- - -76.15203
  - 43.05913
- - -76.15594
  - 43.06404
- - -76.15784
  - 43.06605
- - -76.1589
  - 43.06724
- - -76.15912
  - 43.06741
- - -76.16524
  - 43.06985
- - -76.16524
  - 43.06985
- - -76.16439
  - 43.071
- - -76.16439
  - 43.071
- - -76.16765
  - 43.07234
- - -76.16835
  - 43.07269
- - -76.16916
  - 43.07321
- - -76.17097
  - 43.07466
- - -76.17097
  - 43.07466
- - -76.16965
  - 43.07544
- - -76.16965
  - 43.07544
- - -76.16993
  - 43.07567
- - -76.16993
  - 43.07567
- - -76.1693
  - 43.07642
- - -76.1693
  - 43.07652
- - -76.16952
  - 43.07661
"
"http://maps.google.com/maps?saddr=43.04868,-76.15223&daddr=43.049259,-76.15552+to:43.0514237,-76.1553646+to:43.076619,-76.169514&hl=en&ll=43.072932,-76.167312&spn=0.011819,0.022874&sll=43.049698,-76.154995&sspn=0.011823,0.022874&geocode=FejekAIdWgJ2-w%3BFSvhkAIdgPV1-ym1hNFgx_PZiTE0eI9oBOGNvw%3BFZ_pkAIdHPZ1-yn9z0b1x_PZiTEx_TTzQ1ZBhQ%3BFQtMkQId1r51-w&vpsrc=6&mra=dpe&mrsp=2&sz=15&via=1,2&t=h&z=15","--- 
LonLat: 
- - -76.15223
  - 43.04868
- - -76.15552
  - 43.0487
- - -76.15552
  - 43.0487
- - -76.15544
  - 43.0513
- - -76.15505
  - 43.05194
- - -76.1549
  - 43.0524
- - -76.15484
  - 43.05444
- - -76.1547
  - 43.05471
- - -76.1547
  - 43.05471
- - -76.15445
  - 43.055
- - -76.1533
  - 43.0568
- - -76.1533
  - 43.0568
- - -76.15327
  - 43.05691
- - -76.15291
  - 43.05732
- - -76.1529
  - 43.05739
- - -76.1529
  - 43.05739
- - -76.15292
  - 43.05754
- - -76.15313
  - 43.05785
- - -76.15348
  - 43.05814
- - -76.15389
  - 43.0584
- - -76.15417
  - 43.05867
- - -76.15469
  - 43.05929
- - -76.15591
  - 43.06092
- - -76.15649
  - 43.06142
- - -76.15761
  - 43.06219
- - -76.15824
  - 43.06272
- - -76.15992
  - 43.06457
- - -76.16044
  - 43.06495
- - -76.1612
  - 43.06537
- - -76.16469
  - 43.06678
- - -76.16546
  - 43.06726
- - -76.16664
  - 43.06827
- - -76.16664
  - 43.06827
- - -76.1677
  - 43.06947
- - -76.16807
  - 43.06997
- - -76.16862
  - 43.07111
- - -76.16882
  - 43.07178
- - -76.16882
  - 43.07216
- - -76.16872
  - 43.07236
- - -76.16835
  - 43.07269
- - -76.16835
  - 43.07269
- - -76.16916
  - 43.07321
- - -76.17097
  - 43.07466
- - -76.17097
  - 43.07466
- - -76.16965
  - 43.07544
- - -76.16965
  - 43.07544
- - -76.16993
  - 43.07567
- - -76.16993
  - 43.07567
- - -76.1693
  - 43.07642
- - -76.1693
  - 43.07652
- - -76.16952
  - 43.07661
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.037288,-76.131468&daddr=43.0366,-76.12317+to:43.0321764,-76.121822+to:43.0300432,-76.1197296+to:43.024648,-76.121802&geocode=FWiykAIddFN2-w%3BFbivkAId3nN2-ynJJhapc_PZiTGFxc96l2PdvQ%3BFXCekAIdInl2-yn9-Yu2cfPZiTGiRoCTrHtd_Q%3BFRuWkAIdT4F2-yl14wBYZfPZiTGXtqtzJpXQSA%3BFQiBkAIdNnl2-w&hl=en&mra=dpe&mrsp=3&sz=16&via=1,2,3&sll=43.030878,-76.119804&sspn=0.005851,0.010042&ie=UTF8&ll=43.02669,-76.119697&spn=0.005851,0.010042&t=h&z=16","--- 
LonLat: 
- - -76.13146
  - 43.03729
- - -76.13134
  - 43.03632
- - -76.13129
  - 43.03626
- - -76.13129
  - 43.03626
- - -76.13122
  - 43.03621
- - -76.13107
  - 43.0362
- - -76.12317
  - 43.0366
- - -76.12317
  - 43.0366
- - -76.12275
  - 43.03213
- - -76.12275
  - 43.03213
- - -76.12097
  - 43.03222
- - -76.11991
  - 43.03162
- - -76.11991
  - 43.03162
- - -76.11955
  - 43.0279
- - -76.11955
  - 43.0279
- - -76.12208
  - 43.02778
- - -76.12208
  - 43.02778
- - -76.12181
  - 43.02464
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.046537,-76.137755&daddr=43.049453,-76.141081","--- 
LonLat: 
- - -76.13775
  - 43.04654
- - -76.13775
  - 43.04697
- - -76.13775
  - 43.04697
- - -76.13899
  - 43.04707
- - -76.13972
  - 43.04721
- - -76.13998
  - 43.0473
- - -76.13998
  - 43.0473
- - -76.13991
  - 43.04943
- - -76.13991
  - 43.04943
- - -76.14108
  - 43.04945
"
"http://maps.google.com/maps?saddr=43.037288,-76.131468&daddr=43.0362615,-76.1301339+to:43.0366,-76.12317+to:43.024648,-76.121802&hl=en&ll=43.030282,-76.123967&spn=0.011827,0.022874&sll=43.037529,-76.130426&sspn=0.002956,0.005718&geocode=FWiykAIddFN2-w%3BFWWukAIdq1h2-ylNd9jBdfPZiTEfxtClgXKjgw%3BFbivkAId3nN2-ynJJhapc_PZiTGFxc96l2PdvQ%3BFQiBkAIdNnl2-w&vpsrc=6&mra=dpe&mrsp=1&sz=17&via=1,2&t=h&z=15","--- 
LonLat: 
- - -76.13146
  - 43.03729
- - -76.13134
  - 43.03632
- - -76.13129
  - 43.03626
- - -76.13129
  - 43.03626
- - -76.13122
  - 43.03621
- - -76.13107
  - 43.0362
- - -76.1298
  - 43.03628
- - -76.1298
  - 43.03628
- - -76.13008
  - 43.03935
- - -76.13008
  - 43.03935
- - -76.12846
  - 43.03935
- - -76.12846
  - 43.03935
- - -76.12817
  - 43.03635
- - -76.12817
  - 43.03635
- - -76.12317
  - 43.0366
- - -76.12317
  - 43.0366
- - -76.12256
  - 43.03021
- - -76.12256
  - 43.03021
- - -76.12228
  - 43.03022
- - -76.12228
  - 43.03022
- - -76.12181
  - 43.02464
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=42.995521,-76.120107&daddr=43.009982,-76.133228","--- 
LonLat: 
- - -76.12009
  - 42.99552
- - -76.12003
  - 42.99582
- - -76.11983
  - 42.99615
- - -76.11881
  - 42.99688
- - -76.11869
  - 42.99703
- - -76.11859
  - 42.9972
- - -76.11836
  - 42.99794
- - -76.11836
  - 42.99794
- - -76.12171
  - 42.99854
- - -76.12661
  - 42.99984
- - -76.12808
  - 43.00017
- - -76.12858
  - 43.00042
- - -76.12878
  - 43.00057
- - -76.12908
  - 43.00091
- - -76.12924
  - 43.00125
- - -76.12949
  - 43.00207
- - -76.12949
  - 43.00207
- - -76.12996
  - 43.00315
- - -76.13124
  - 43.0054
- - -76.1324
  - 43.00848
- - -76.13281
  - 43.0093
- - -76.13322
  - 43.00999
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.022861,-76.126404&daddr=43.01608,-76.119722","--- 
LonLat: 
- - -76.1264
  - 43.02286
- - -76.12438
  - 43.02205
- - -76.12438
  - 43.02205
- - -76.12401
  - 43.02177
- - -76.12389
  - 43.02158
- - -76.12383
  - 43.02123
- - -76.12385
  - 43.0207
- - -76.12389
  - 43.02065
- - -76.1238
  - 43.02001
- - -76.12358
  - 43.01935
- - -76.12333
  - 43.01891
- - -76.1228
  - 43.01829
- - -76.1225
  - 43.01802
- - -76.12027
  - 43.0165
- - -76.11973
  - 43.01608
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.018619,-76.132921&daddr=43.0261713,-76.1355893+to:43.039379,-76.132594&hl=en&geocode=FXtpkAIdx012-w%3BFfuGkAIdW0N2-ykrdCGtgfPZiTE2Oh2NkvRl3A%3BFZO6kAIdDk92-w&mra=dpe&mrsp=1&sz=14&via=1&sll=43.028995,-76.13057&sspn=0.02334,0.040169&ie=UTF8&t=h&z=14","--- 
LonLat: 
- - -76.13291
  - 43.01862
- - -76.1309
  - 43.01903
- - -76.1309
  - 43.01903
- - -76.13414
  - 43.02275
- - -76.13542
  - 43.02414
- - -76.13559
  - 43.02619
- - -76.13559
  - 43.02619
- - -76.13474
  - 43.02604
- - -76.13319
  - 43.0256
- - -76.12866
  - 43.02386
- - -76.12866
  - 43.02386
- - -76.13008
  - 43.03935
- - -76.13008
  - 43.03935
- - -76.13259
  - 43.03937
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.020828,-76.105612&daddr=43.0348571,-76.113157+to:43.033982,-76.1149201+to:43.029906,-76.1183394+to:43.024771,-76.121804&geocode=FRxykAIddLh2-w%3BFemokAId-5p2-ykZ1fGXa_PZiTF-NOGwJl-n-w%3BFX6lkAIdGJR2-ykNFZEGbPPZiTHGsiMGhMBoHw%3BFZKVkAIdvYZ2-ym54byIb_PZiTEY2zRmkr5EdA%3BFYOBkAIdNHl2-w&hl=en&mra=dpe&mrsp=2&sz=15&via=1,2,3&sll=43.030157,-76.118045&sspn=0.011701,0.020084&ie=UTF8&ll=43.029404,-76.116586&spn=0.011701,0.020084&t=h&z=15","--- 
LonLat: 
- - -76.1056
  - 43.02082
- - -76.10784
  - 43.02092
- - -76.10836
  - 43.02111
- - -76.11043
  - 43.0226
- - -76.11102
  - 43.02312
- - -76.11158
  - 43.02934
- - -76.11177
  - 43.0323
- - -76.11177
  - 43.0323
- - -76.1114
  - 43.03275
- - -76.11116
  - 43.03322
- - -76.11111
  - 43.03359
- - -76.11116
  - 43.03439
- - -76.11113
  - 43.03489
- - -76.11113
  - 43.03489
- - -76.11146
  - 43.03492
- - -76.11498
  - 43.03479
- - -76.11498
  - 43.03479
- - -76.11474
  - 43.03142
- - -76.11474
  - 43.03142
- - -76.11536
  - 43.03119
- - -76.11573
  - 43.03096
- - -76.11589
  - 43.03077
- - -76.11598
  - 43.03053
- - -76.11598
  - 43.03053
- - -76.11838
  - 43.03042
- - -76.11838
  - 43.03042
- - -76.11805
  - 43.02655
- - -76.11805
  - 43.02655
- - -76.12016
  - 43.02567
- - -76.12044
  - 43.02545
- - -76.12056
  - 43.02527
- - -76.12056
  - 43.02485
- - -76.12056
  - 43.02485
- - -76.12182
  - 43.02478
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.046492,-76.137756&daddr=43.0402262,-76.1365832+to:43.037275,-76.131456&hl=en&geocode=FVzWkAId5Dp2-w%3BFeK9kAIdeT92-ylxLJdDn_PZiTEjJcliIwmAxw%3BFVuykAIdgFN2-w&mra=dpe&mrsp=1&sz=15&via=1&sll=43.04188,-76.13474&sspn=0.013236,0.020256&ie=UTF8&t=h&z=15","--- 
LonLat: 
- - -76.13775
  - 43.04649
- - -76.13787
  - 43.04054
- - -76.13787
  - 43.04054
- - -76.1367
  - 43.04052
- - -76.1367
  - 43.04052
- - -76.13658
  - 43.04022
- - -76.13665
  - 43.03976
- - -76.13659
  - 43.03941
- - -76.13659
  - 43.03941
- - -76.1316
  - 43.03936
- - -76.1316
  - 43.03936
- - -76.13146
  - 43.03727
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.039379,-76.132594&daddr=43.040297,-76.1366202+to:43.044303,-76.140502&geocode=FZO6kAIdDk92-w%3BFSm-kAIdVD92-ylxLJdDn_PZiTEiJcliIwmAxw%3BFc_NkAIdKjB2-w&hl=en&mra=mrv&via=1&sll=43.041825,-76.136545&sspn=0.006226,0.010965&ie=UTF8&t=h&z=16","--- 
LonLat: 
- - -76.13259
  - 43.03937
- - -76.13659
  - 43.03941
- - -76.13659
  - 43.03941
- - -76.13665
  - 43.03976
- - -76.13658
  - 43.04022
- - -76.1367
  - 43.04045
- - -76.1366
  - 43.0442
- - -76.1366
  - 43.0442
- - -76.1405
  - 43.04428
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.045537,-76.119676&daddr=43.036818,-76.118941","--- 
LonLat: 
- - -76.11968
  - 43.04553
- - -76.11893
  - 43.03681
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.010848,-76.115862&daddr=43.016084,-76.11973","--- 
LonLat: 
- - -76.11586
  - 43.01084
- - -76.11547
  - 43.01082
- - -76.11536
  - 43.01086
- - -76.11532
  - 43.01097
- - -76.11532
  - 43.01097
- - -76.11578
  - 43.01114
- - -76.11616
  - 43.01136
- - -76.11634
  - 43.01148
- - -76.11674
  - 43.01189
- - -76.11819
  - 43.01442
- - -76.11893
  - 43.01535
- - -76.11973
  - 43.01608
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.048682,-76.152233&daddr=43.045482,-76.147504","--- 
LonLat: 
- - -76.15223
  - 43.04868
- - -76.14742
  - 43.04862
- - -76.14742
  - 43.04862
- - -76.1475
  - 43.04548
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.076556,-76.169244&daddr=43.070548,-76.175773","--- 
LonLat: 
- - -76.1693
  - 43.07652
- - -76.16972
  - 43.0767
- - -76.16982
  - 43.07668
- - -76.17031
  - 43.07605
- - -76.1703
  - 43.07597
- - -76.16965
  - 43.07544
- - -76.16965
  - 43.07544
- - -76.17178
  - 43.07419
- - -76.17269
  - 43.07358
- - -76.17537
  - 43.07037
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.04862,-76.14742&daddr=43.076619,-76.169514","--- 
LonLat: 
- - -76.14742
  - 43.04862
- - -76.14734
  - 43.05097
- - -76.14745
  - 43.05137
- - -76.1483
  - 43.05244
- - -76.14849
  - 43.05257
- - -76.14903
  - 43.05323
- - -76.15123
  - 43.05599
- - -76.15189
  - 43.05688
- - -76.15204
  - 43.05702
- - -76.15204
  - 43.05702
- - -76.15203
  - 43.05913
- - -76.15594
  - 43.06404
- - -76.15901
  - 43.06735
- - -76.15919
  - 43.06745
- - -76.16524
  - 43.06985
- - -76.16524
  - 43.06985
- - -76.16439
  - 43.071
- - -76.16439
  - 43.071
- - -76.16765
  - 43.07234
- - -76.16835
  - 43.07269
- - -76.16916
  - 43.07321
- - -76.17097
  - 43.07466
- - -76.17097
  - 43.07466
- - -76.16965
  - 43.07544
- - -76.16965
  - 43.07544
- - -76.16993
  - 43.07567
- - -76.16993
  - 43.07567
- - -76.1693
  - 43.07642
- - -76.1693
  - 43.07652
- - -76.16952
  - 43.07661
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.042905,-76.064111&daddr=43.035234,-76.067665","--- 
LonLat: 
- - -76.0641
  - 43.0429
- - -76.06787
  - 43.04266
- - -76.06787
  - 43.04266
- - -76.06631
  - 43.03918
- - -76.06543
  - 43.03689
- - -76.06531
  - 43.03614
- - -76.06538
  - 43.03569
- - -76.06563
  - 43.0352
- - -76.06563
  - 43.0352
- - -76.06583
  - 43.03501
- - -76.06612
  - 43.03492
- - -76.06767
  - 43.03523
"
"http://maps.google.com/maps?f=d&source=s_d&saddr=43.000214,-76.128175&daddr=43.018619,-76.132921","--- 
LonLat: 
- - -76.12818
  - 43.00021
- - -76.12878
  - 43.00057
- - -76.12908
  - 43.00091
- - -76.12924
  - 43.00125
- - -76.12949
  - 43.00207
- - -76.12949
  - 43.00207
- - -76.12996
  - 43.00315
- - -76.13124
  - 43.0054
- - -76.1324
  - 43.00848
- - -76.13266
  - 43.00902
- - -76.13469
  - 43.01258
- - -76.13687
  - 43.01623
- - -76.13781
  - 43.01768
- - -76.13781
  - 43.01768
- - -76.13475
  - 43.01822
- - -76.13291
  - 43.01862
"
